year,age,life_expectancy
1950,0,37.4772
1950,1,44.4329
1950,2,46.9969
1950,3,48.3996
1950,4,49.0513
1950,5,49.1896
1950,6,49.0064
1950,7,48.6203
1950,8,48.0979
1950,9,47.4869
1950,10,46.8182
1950,11,46.1118
1950,12,45.381
1950,13,44.6371
1950,14,43.8866
1950,15,43.1355
1950,16,42.3871
1950,17,41.6467
1950,18,40.9164
1950,19,40.1979
1950,20,39.4938
1950,21,38.8042
1950,22,38.1274
1950,23,37.4597
1950,24,36.797
1950,25,36.1361
1950,26,35.4745
1950,27,34.8108
1950,28,34.1449
1950,29,33.478
1950,30,32.8094
1950,31,32.1422
1950,32,31.4744
1950,33,30.8086
1950,34,30.1436
1950,35,29.4793
1950,36,28.816
1950,37,28.1538
1950,38,27.4922
1950,39,26.8326
1950,40,26.1737
1950,41,25.5173
1950,42,24.859
1950,43,24.2023
1950,44,23.5429
1950,45,22.8818
1950,46,22.2195
1950,47,21.5554
1950,48,20.8913
1950,49,20.2302
1950,50,19.5723
1950,51,18.9209
1950,52,18.2723
1950,53,17.6308
1950,54,16.9933
1950,55,16.361
1950,56,15.7333
1950,57,15.1116
1950,58,14.4966
1950,59,13.8922
1950,60,13.299
1950,61,12.7217
1950,62,12.1549
1950,63,11.6043
1950,64,11.0672
1950,65,10.5435
1950,66,10.0337
1950,67,9.5363
1950,68,9.0538
1950,69,8.5888
1950,70,8.1414
1950,71,7.7182
1950,72,7.3098
1950,73,6.924
1950,74,6.5549
1950,75,6.2021
1950,76,5.8649
1950,77,5.5405
1950,78,5.2295
1950,79,4.9357
1950,80,4.6571
1950,81,4.3981
1950,82,4.1531
1950,83,3.9305
1950,84,3.7247
1950,85,3.5356
1950,86,3.3581
1950,87,3.1892
1950,88,3.0239
1950,89,2.8636
1950,90,2.7087
1950,91,2.5693
1950,92,2.4363
1950,93,2.3241
1950,94,2.2287
1950,95,2.1416
1950,96,2.0434
1950,97,1.9568
1950,98,1.8822
1950,99,1.8139
1950,100,1.7529
1951,0,37.7276
1951,1,44.6568
1951,2,47.1846
1951,3,48.5509
1951,4,49.1826
1951,5,49.3108
1951,6,49.1213
1951,7,48.7309
1951,8,48.2056
1951,9,47.5923
1951,10,46.9215
1951,11,46.2134
1951,12,45.4809
1951,13,44.7356
1951,14,43.9838
1951,15,43.2314
1951,16,42.4818
1951,17,41.7402
1951,18,41.0086
1951,19,40.2888
1951,20,39.5833
1951,21,38.8922
1951,22,38.2138
1951,23,37.5444
1951,24,36.8799
1951,25,36.2172
1951,26,35.5538
1951,27,34.8884
1951,28,34.2208
1951,29,33.5522
1951,30,32.8821
1951,31,32.2133
1951,32,31.5439
1951,33,30.8764
1951,34,30.2099
1951,35,29.544
1951,36,28.8791
1951,37,28.2152
1951,38,27.5521
1951,39,26.8909
1951,40,26.2305
1951,41,25.5726
1951,42,24.9128
1951,43,24.2546
1951,44,23.5939
1951,45,22.9316
1951,46,22.2681
1951,47,21.6028
1951,48,20.9377
1951,49,20.2756
1951,50,19.6167
1951,51,18.9644
1951,52,18.315
1951,53,17.6725
1951,54,17.0341
1951,55,16.4007
1951,56,15.772
1951,57,15.1494
1951,58,14.5335
1951,59,13.9283
1951,60,13.3342
1951,61,12.756
1951,62,12.1884
1951,63,11.6368
1951,64,11.0988
1951,65,10.5741
1951,66,10.0633
1951,67,9.5648
1951,68,9.0813
1951,69,8.6154
1951,70,8.1669
1951,71,7.7426
1951,72,7.3332
1951,73,6.9462
1951,74,6.5763
1951,75,6.2229
1951,76,5.8853
1951,77,5.5607
1951,78,5.2494
1951,79,4.9547
1951,80,4.6745
1951,81,4.4134
1951,82,4.1656
1951,83,3.9398
1951,84,3.7316
1951,85,3.541
1951,86,3.3629
1951,87,3.1958
1951,88,3.0361
1951,89,2.8812
1951,90,2.7284
1951,91,2.5888
1951,92,2.4531
1951,93,2.3333
1951,94,2.2318
1951,95,2.1494
1951,96,2.0624
1951,97,1.9695
1951,98,1.8855
1951,99,1.8105
1951,100,1.7472
1952,0,38.0433
1952,1,44.9127
1952,2,47.3874
1952,3,48.7143
1952,4,49.3143
1952,5,49.4253
1952,6,49.2269
1952,7,48.8309
1952,8,48.3016
1952,9,47.6853
1952,10,47.012
1952,11,46.3015
1952,12,45.5669
1952,13,44.8195
1952,14,44.0658
1952,15,43.3117
1952,16,42.5607
1952,17,41.8178
1952,18,41.085
1952,19,40.3642
1952,20,39.6578
1952,21,38.9658
1952,22,38.2865
1952,23,37.616
1952,24,36.9504
1952,25,36.2865
1952,26,35.6219
1952,27,34.9552
1952,28,34.2864
1952,29,33.6167
1952,30,32.9455
1952,31,32.2755
1952,32,31.6049
1952,33,30.9362
1952,34,30.2684
1952,35,29.6012
1952,36,28.935
1952,37,28.2698
1952,38,27.6052
1952,39,26.9428
1952,40,26.2809
1952,41,25.6217
1952,42,24.9605
1952,43,24.301
1952,44,23.639
1952,45,22.9754
1952,46,22.3109
1952,47,21.6446
1952,48,20.9784
1952,49,20.3154
1952,50,19.6556
1952,51,19.0024
1952,52,18.3522
1952,53,17.7089
1952,54,17.0696
1952,55,16.4352
1952,56,15.8056
1952,57,15.182
1952,58,14.5653
1952,59,13.9593
1952,60,13.3645
1952,61,12.7855
1952,62,12.2171
1952,63,11.6648
1952,64,11.1259
1952,65,10.6003
1952,66,10.0886
1952,67,9.5893
1952,68,9.1049
1952,69,8.6381
1952,70,8.1888
1952,71,7.7638
1952,72,7.3536
1952,73,6.9658
1952,74,6.5951
1952,75,6.2411
1952,76,5.9032
1952,77,5.5785
1952,78,5.2674
1952,79,4.9728
1952,80,4.692
1952,81,4.4296
1952,82,4.1798
1952,83,3.9515
1952,84,3.74
1952,85,3.5468
1952,86,3.3669
1952,87,3.1988
1952,88,3.0407
1952,89,2.8912
1952,90,2.7436
1952,91,2.6058
1952,92,2.4699
1952,93,2.3476
1952,94,2.2388
1952,95,2.1501
1952,96,2.0682
1952,97,1.9854
1952,98,1.8964
1952,99,1.814
1952,100,1.7456
1953,0,38.4561
1953,1,45.2737
1953,2,47.6966
1953,3,48.993
1953,4,49.567
1953,5,49.6556
1953,6,49.4432
1953,7,49.0383
1953,8,48.5025
1953,9,47.8811
1953,10,47.2035
1953,11,46.4892
1953,12,45.7511
1953,13,45.0005
1953,14,44.2439
1953,15,43.4871
1953,16,42.7335
1953,17,41.988
1953,18,41.2527
1953,19,40.5293
1953,20,39.8201
1953,21,39.1252
1953,22,38.4428
1953,23,37.7691
1953,24,37.1002
1953,25,36.433
1953,26,35.765
1953,27,35.0951
1953,28,34.423
1953,29,33.7501
1953,30,33.0758
1953,31,32.4029
1953,32,31.7293
1953,33,31.0577
1953,34,30.3869
1953,35,29.7168
1953,36,29.0476
1953,37,28.3796
1953,38,27.7122
1953,39,27.047
1953,40,26.3824
1953,41,25.7205
1953,42,25.0568
1953,43,24.3948
1953,44,23.7303
1953,45,23.0644
1953,46,22.3976
1953,47,21.7292
1953,48,21.061
1953,49,20.396
1953,50,19.7344
1953,51,19.0794
1953,52,18.4274
1953,53,17.7823
1953,54,17.1413
1953,55,16.5052
1953,56,15.8737
1953,57,15.2483
1953,58,14.6296
1953,59,14.0217
1953,60,13.425
1953,61,12.8442
1953,62,12.274
1953,63,11.7198
1953,64,11.1791
1953,65,10.6516
1953,66,10.1379
1953,67,9.6367
1953,68,9.1503
1953,69,8.6815
1953,70,8.2303
1953,71,7.8033
1953,72,7.3912
1953,73,7.0015
1953,74,6.6288
1953,75,6.2729
1953,76,5.9334
1953,77,5.6073
1953,78,5.295
1953,79,4.9995
1953,80,4.7178
1953,81,4.4539
1953,82,4.2017
1953,83,3.9706
1953,84,3.7556
1953,85,3.5584
1953,86,3.3752
1953,87,3.2048
1953,88,3.0452
1953,89,2.8967
1953,90,2.754
1953,91,2.6204
1953,92,2.4851
1953,93,2.3624
1953,94,2.2511
1953,95,2.1559
1953,96,2.0683
1953,97,1.9897
1953,98,1.9095
1953,99,1.8231
1953,100,1.7488
1954,0,38.8423
1954,1,45.5946
1954,2,47.9529
1954,3,49.2086
1954,4,49.7606
1954,5,49.8332
1954,6,49.6069
1954,7,49.1934
1954,8,48.6522
1954,9,48.0268
1954,10,47.3458
1954,11,46.6286
1954,12,45.8878
1954,13,45.1347
1954,14,44.3757
1954,15,43.6166
1954,16,42.861
1954,17,42.1136
1954,18,41.3765
1954,19,40.6513
1954,20,39.9402
1954,21,39.2432
1954,22,38.5585
1954,23,37.8824
1954,24,37.211
1954,25,36.5411
1954,26,35.8706
1954,27,35.198
1954,28,34.5234
1954,29,33.8479
1954,30,33.171
1954,31,32.4956
1954,32,31.8196
1954,33,31.1456
1954,34,30.4723
1954,35,29.7998
1954,36,29.1282
1954,37,28.4578
1954,38,27.7881
1954,39,27.1205
1954,40,26.4537
1954,41,25.7895
1954,42,25.1237
1954,43,24.4596
1954,44,23.7931
1954,45,23.1253
1954,46,22.4566
1954,47,21.7865
1954,48,21.1168
1954,49,20.4502
1954,50,19.7871
1954,51,19.1306
1954,52,18.4773
1954,53,17.8309
1954,54,17.1886
1954,55,16.5512
1954,56,15.9183
1954,57,15.2915
1954,58,14.6714
1954,59,14.0621
1954,60,13.4641
1954,61,12.8819
1954,62,12.3105
1954,63,11.755
1954,64,11.213
1954,65,10.6842
1954,66,10.1691
1954,67,9.6664
1954,68,9.1786
1954,69,8.7084
1954,70,8.2558
1954,71,7.8274
1954,72,7.414
1954,73,7.023
1954,74,6.649
1954,75,6.2917
1954,76,5.9509
1954,77,5.6239
1954,78,5.3109
1954,79,5.0149
1954,80,4.7331
1954,81,4.469
1954,82,4.216
1954,83,3.9834
1954,84,3.7665
1954,85,3.5668
1954,86,3.3806
1954,87,3.2078
1954,88,3.0467
1954,89,2.8976
1954,90,2.7569
1954,91,2.6285
1954,92,2.498
1954,93,2.3762
1954,94,2.2648
1954,95,2.1679
1954,96,2.0739
1954,97,1.9897
1954,98,1.9126
1954,99,1.8334
1954,100,1.7561
1955,0,39.2613
1955,1,45.9589
1955,2,48.2607
1955,3,49.4781
1955,4,50.0051
1955,5,50.0641
1955,6,49.8268
1955,7,49.403
1955,8,48.8546
1955,9,48.2241
1955,10,47.5389
1955,11,46.818
1955,12,46.074
1955,13,45.3177
1955,14,44.5558
1955,15,43.794
1955,16,43.0358
1955,17,42.2861
1955,18,41.5466
1955,19,40.819
1955,20,40.1054
1955,21,39.4057
1955,22,38.7182
1955,23,38.039
1955,24,37.3644
1955,25,36.6913
1955,26,36.0175
1955,27,35.3416
1955,28,34.6637
1955,29,33.9849
1955,30,33.3048
1955,31,32.6261
1955,32,31.947
1955,33,31.2699
1955,34,30.5935
1955,35,29.9179
1955,36,29.2432
1955,37,28.5697
1955,38,27.897
1955,39,27.2264
1955,40,26.5566
1955,41,25.8895
1955,42,25.2208
1955,43,24.5539
1955,44,23.8847
1955,45,23.2143
1955,46,22.543
1955,47,21.8704
1955,48,21.1984
1955,49,20.5296
1955,50,19.8644
1955,51,19.2058
1955,52,18.5504
1955,53,17.902
1955,54,17.2578
1955,55,16.6185
1955,56,15.9837
1955,57,15.3549
1955,58,14.7328
1955,59,14.1214
1955,60,13.5213
1955,61,12.9371
1955,62,12.3637
1955,63,11.8063
1955,64,11.2624
1955,65,10.7318
1955,66,10.2148
1955,67,9.7102
1955,68,9.2205
1955,69,8.7484
1955,70,8.2939
1955,71,7.8636
1955,72,7.4484
1955,73,7.0555
1955,74,6.6797
1955,75,6.3206
1955,76,5.9779
1955,77,5.6491
1955,78,5.3346
1955,79,5.0374
1955,80,4.7546
1955,81,4.4899
1955,82,4.2362
1955,83,4.0023
1955,84,3.7835
1955,85,3.5814
1955,86,3.3922
1955,87,3.2159
1955,88,3.0519
1955,89,2.9007
1955,90,2.759
1955,91,2.6318
1955,92,2.506
1955,93,2.3881
1955,94,2.2769
1955,95,2.1795
1955,96,2.084
1955,97,1.9939
1955,98,1.9117
1955,99,1.8352
1955,100,1.7636
1956,0,39.6126
1956,1,46.2472
1956,2,48.4927
1956,3,49.6732
1956,4,50.1764
1956,5,50.2208
1956,6,49.9759
1956,7,49.5457
1956,8,48.991
1956,9,48.3559
1956,10,47.6674
1956,11,46.9438
1956,12,46.1972
1956,13,45.4386
1956,14,44.6744
1956,15,43.9105
1956,16,43.1505
1956,17,42.3989
1956,18,41.6578
1956,19,40.9287
1956,20,40.2134
1956,21,39.5119
1956,22,38.8224
1956,23,38.1412
1956,24,37.4644
1956,25,36.7891
1956,26,36.113
1956,27,35.4349
1956,28,34.7547
1956,29,34.0736
1956,30,33.3912
1956,31,32.7102
1956,32,32.0288
1956,33,31.3494
1956,34,30.6709
1956,35,29.9931
1956,36,29.3163
1956,37,28.6406
1956,38,27.9657
1956,39,27.293
1956,40,26.6212
1956,41,25.952
1956,42,25.2814
1956,43,24.6126
1956,44,23.9416
1956,45,23.2694
1956,46,22.5964
1956,47,21.9222
1956,48,21.2487
1956,49,20.5785
1956,50,19.9119
1956,51,19.252
1956,52,18.5953
1956,53,17.9457
1956,54,17.3003
1956,55,16.6598
1956,56,16.0239
1956,57,15.3939
1956,58,14.7707
1956,59,14.158
1956,60,13.5566
1956,61,12.971
1956,62,12.3964
1956,63,11.8378
1956,64,11.2927
1956,65,10.7609
1956,66,10.2428
1956,67,9.7371
1956,68,9.2463
1956,69,8.773
1956,70,8.3174
1956,71,7.886
1956,72,7.4697
1956,73,7.0756
1956,74,6.6988
1956,75,6.3387
1956,76,5.9949
1956,77,5.6649
1956,78,5.3494
1956,79,5.0515
1956,80,4.7683
1956,81,4.5033
1956,82,4.2498
1956,83,4.0158
1956,84,3.7964
1956,85,3.593
1956,86,3.4019
1956,87,3.2232
1956,88,3.0563
1956,89,2.9025
1956,90,2.7591
1956,91,2.631
1956,92,2.5066
1956,93,2.3926
1956,94,2.2848
1956,95,2.1869
1956,96,2.0914
1956,97,2.0003
1956,98,1.9131
1956,99,1.8323
1956,100,1.7634
1957,0,39.2755
1957,1,45.9298
1957,2,48.2158
1957,3,49.4005
1957,4,49.9069
1957,5,49.9589
1957,6,49.7235
1957,7,49.3048
1957,8,48.761
1957,9,48.1353
1957,10,47.4563
1957,11,46.7421
1957,12,46.0043
1957,13,45.2535
1957,14,44.4957
1957,15,43.7367
1957,16,42.9801
1957,17,42.231
1957,18,41.492
1957,19,40.7649
1957,20,40.0516
1957,21,39.3519
1957,22,38.664
1957,23,37.9842
1957,24,37.3086
1957,25,36.6342
1957,26,35.959
1957,27,35.2817
1957,28,34.6022
1957,29,33.9218
1957,30,33.2402
1957,31,32.5598
1957,32,31.8791
1957,33,31.2003
1957,34,30.5226
1957,35,29.8457
1957,36,29.1699
1957,37,28.4952
1957,38,27.8214
1957,39,27.1498
1957,40,26.4793
1957,41,25.8115
1957,42,25.1425
1957,43,24.4754
1957,44,23.8063
1957,45,23.1362
1957,46,22.4656
1957,47,21.794
1957,48,21.1232
1957,49,20.4558
1957,50,19.7924
1957,51,19.1358
1957,52,18.4828
1957,53,17.8369
1957,54,17.1954
1957,55,16.559
1957,56,15.9271
1957,57,15.3008
1957,58,14.6809
1957,59,14.0712
1957,60,13.4724
1957,61,12.8893
1957,62,12.3175
1957,63,11.7618
1957,64,11.2198
1957,65,10.6914
1957,66,10.1767
1957,67,9.6746
1957,68,9.1874
1957,69,8.7177
1957,70,8.2656
1957,71,7.8376
1957,72,7.4247
1957,73,7.0341
1957,74,6.6608
1957,75,6.3047
1957,76,5.9652
1957,77,5.6397
1957,78,5.3284
1957,79,5.0344
1957,80,4.7553
1957,81,4.4946
1957,82,4.2451
1957,83,4.015
1957,84,3.7988
1957,85,3.5974
1957,86,3.407
1957,87,3.2278
1957,88,3.0592
1957,89,2.9031
1957,90,2.7574
1957,91,2.6279
1957,92,2.5034
1957,93,2.3912
1957,94,2.2874
1957,95,2.1927
1957,96,2.0975
1957,97,2.0068
1957,98,1.919
1957,99,1.8342
1957,100,1.7621
1958,0,39.5801
1958,1,46.1634
1958,2,48.3891
1958,3,49.5356
1958,4,50.0181
1958,5,50.0552
1958,6,49.8102
1958,7,49.3852
1958,8,48.8379
1958,9,48.2092
1958,10,47.5269
1958,11,46.8103
1958,12,46.0712
1958,13,45.3193
1958,14,44.5608
1958,15,43.8013
1958,16,43.0444
1958,17,42.2951
1958,18,41.556
1958,19,40.8287
1958,20,40.1153
1958,21,39.4154
1958,22,38.7272
1958,23,38.0467
1958,24,37.3704
1958,25,36.6954
1958,26,36.0195
1958,27,35.3416
1958,28,34.6615
1958,29,33.9805
1958,30,33.2981
1958,31,32.617
1958,32,31.9355
1958,33,31.2559
1958,34,30.5773
1958,35,29.8997
1958,36,29.2232
1958,37,28.5479
1958,38,27.8735
1958,39,27.2013
1958,40,26.53
1958,41,25.8613
1958,42,25.1914
1958,43,24.5233
1958,44,23.8532
1958,45,23.1822
1958,46,22.5107
1958,47,21.8381
1958,48,21.1664
1958,49,20.4981
1958,50,19.8337
1958,51,19.1762
1958,52,18.5223
1958,53,17.8756
1958,54,17.2332
1958,55,16.5959
1958,56,15.9633
1958,57,15.3365
1958,58,14.7161
1958,59,14.1059
1958,60,13.5064
1958,61,12.9222
1958,62,12.349
1958,63,11.792
1958,64,11.2487
1958,65,10.719
1958,66,10.2033
1958,67,9.7002
1958,68,9.2121
1958,69,8.7415
1958,70,8.2884
1958,71,7.8593
1958,72,7.4454
1958,73,7.0537
1958,74,6.6792
1958,75,6.3219
1958,76,5.9813
1958,77,5.6548
1958,78,5.3423
1958,79,5.0471
1958,80,4.7669
1958,81,4.5053
1958,82,4.2553
1958,83,4.0249
1958,84,3.8087
1958,85,3.6073
1958,86,3.4163
1958,87,3.2361
1958,88,3.066
1958,89,2.9078
1958,90,2.7595
1958,91,2.6277
1958,92,2.5013
1958,93,2.388
1958,94,2.2851
1958,95,2.1933
1958,96,2.1004
1958,97,2.0092
1958,98,1.9218
1958,99,1.8371
1958,100,1.7622
1959,0,40.6554
1959,1,47.1075
1959,2,49.1933
1959,3,50.2679
1959,4,50.7018
1959,5,50.7018
1959,6,50.4273
1959,7,49.9776
1959,8,49.4091
1959,9,48.7619
1959,10,48.0623
1959,11,47.3286
1959,12,46.574
1959,13,45.8086
1959,14,45.0384
1959,15,44.269
1959,16,43.504
1959,17,42.748
1959,18,42.0027
1959,19,41.2697
1959,20,40.5505
1959,21,39.845
1959,22,39.1511
1959,23,38.465
1959,24,37.7831
1959,25,37.1024
1959,26,36.4208
1959,27,35.7373
1959,28,35.0516
1959,29,34.3648
1959,30,33.6767
1959,31,32.9898
1959,32,32.3025
1959,33,31.6169
1959,34,30.9323
1959,35,30.2485
1959,36,29.566
1959,37,28.8846
1959,38,28.2041
1959,39,27.5256
1959,40,26.8481
1959,41,26.1732
1959,42,25.4969
1959,43,24.8224
1959,44,24.1459
1959,45,23.4682
1959,46,22.79
1959,47,22.1106
1959,48,21.432
1959,49,20.7569
1959,50,20.0855
1959,51,19.421
1959,52,18.7601
1959,53,18.1062
1959,54,17.4567
1959,55,16.8122
1959,56,16.1723
1959,57,15.5383
1959,58,14.911
1959,59,14.2942
1959,60,13.6884
1959,61,13.0981
1959,62,12.5187
1959,63,11.9553
1959,64,11.4054
1959,65,10.8691
1959,66,10.3467
1959,67,9.8371
1959,68,9.3426
1959,69,8.8657
1959,70,8.4065
1959,71,7.9713
1959,72,7.5512
1959,73,7.1533
1959,74,6.7725
1959,75,6.4084
1959,76,6.0607
1959,77,5.7269
1959,78,5.4076
1959,79,5.106
1959,80,4.8197
1959,81,4.5528
1959,82,4.298
1959,83,4.0636
1959,84,3.8438
1959,85,3.6394
1959,86,3.4455
1959,87,3.2619
1959,88,3.0883
1959,89,2.9264
1959,90,2.774
1959,91,2.6381
1959,92,2.5083
1959,93,2.3923
1959,94,2.2874
1959,95,2.1954
1959,96,2.1042
1959,97,2.0146
1959,98,1.926
1959,99,1.8407
1959,100,1.7664
1960,0,40.8321
1960,1,47.1988
1960,2,49.2207
1960,3,50.2532
1960,4,50.6594
1960,5,50.6417
1960,6,50.3554
1960,7,49.8974
1960,8,49.3225
1960,9,48.6703
1960,10,47.9667
1960,11,47.229
1960,12,46.4696
1960,13,45.6998
1960,14,44.926
1960,15,44.1538
1960,16,43.387
1960,17,42.6303
1960,18,41.8854
1960,19,41.1542
1960,20,40.4387
1960,21,39.7387
1960,22,39.0517
1960,23,38.3731
1960,24,37.6983
1960,25,37.0245
1960,26,36.3496
1960,27,35.6724
1960,28,34.9929
1960,29,34.312
1960,30,33.6294
1960,31,32.9475
1960,32,32.2646
1960,33,31.5833
1960,34,30.9025
1960,35,30.2222
1960,36,29.5429
1960,37,28.8646
1960,38,28.187
1960,39,27.5112
1960,40,26.8362
1960,41,26.1637
1960,42,25.4897
1960,43,24.8172
1960,44,24.1427
1960,45,23.467
1960,46,22.7906
1960,47,22.113
1960,48,21.436
1960,49,20.7623
1960,50,20.0922
1960,51,19.4287
1960,52,18.7687
1960,53,18.1157
1960,54,17.4671
1960,55,16.8234
1960,56,16.1845
1960,57,15.5514
1960,58,14.9249
1960,59,14.3087
1960,60,13.7034
1960,61,13.1134
1960,62,12.5341
1960,63,11.9705
1960,64,11.4204
1960,65,10.8838
1960,66,10.361
1960,67,9.8511
1960,68,9.3564
1960,69,8.8794
1960,70,8.4202
1960,71,7.9848
1960,72,7.5647
1960,73,7.1665
1960,74,6.7853
1960,75,6.421
1960,76,6.0729
1960,77,5.7389
1960,78,5.4192
1960,79,5.1173
1960,80,4.8306
1960,81,4.563
1960,82,4.3077
1960,83,4.073
1960,84,3.8532
1960,85,3.6489
1960,86,3.4555
1960,87,3.2723
1960,88,3.0984
1960,89,2.9358
1960,90,2.7824
1960,91,2.6447
1960,92,2.5122
1960,93,2.3939
1960,94,2.2872
1960,95,2.1937
1960,96,2.103
1960,97,2.0153
1960,98,1.929
1960,99,1.8432
1960,100,1.7675
1961,0,41.1277
1961,1,47.4397
1961,2,49.4211
1961,3,50.4251
1961,4,50.811
1961,5,50.7793
1961,6,50.4832
1961,7,50.0182
1961,8,49.4379
1961,9,48.7813
1961,10,48.0742
1961,11,47.3338
1961,12,46.5714
1961,13,45.7978
1961,14,45.0207
1961,15,44.2459
1961,16,43.477
1961,17,42.7184
1961,18,41.972
1961,19,41.2396
1961,20,40.5234
1961,21,39.8231
1961,22,39.136
1961,23,38.4575
1961,24,37.7829
1961,25,37.1092
1961,26,36.4342
1961,27,35.757
1961,28,35.0773
1961,29,34.3962
1961,30,33.7132
1961,31,33.0306
1961,32,32.3469
1961,33,31.6644
1961,34,30.9824
1961,35,30.3008
1961,36,29.62
1961,37,28.9401
1961,38,28.261
1961,39,27.5837
1961,40,26.9072
1961,41,26.2331
1961,42,25.5576
1961,43,24.8837
1961,44,24.2078
1961,45,23.5306
1961,46,22.8528
1961,47,22.1738
1961,48,21.4954
1961,49,20.8202
1961,50,20.1487
1961,51,19.4838
1961,52,18.8224
1961,53,18.1681
1961,54,17.5181
1961,55,16.8732
1961,56,16.233
1961,57,15.5987
1961,58,14.971
1961,59,14.3534
1961,60,13.7467
1961,61,13.1553
1961,62,12.5747
1961,63,12.0096
1961,64,11.458
1961,65,10.9197
1961,66,10.3954
1961,67,9.8839
1961,68,9.3877
1961,69,8.9094
1961,70,8.449
1961,71,8.0125
1961,72,7.5913
1961,73,7.192
1961,74,6.8097
1961,75,6.444
1961,76,6.0948
1961,77,5.7595
1961,78,5.4387
1961,79,5.1356
1961,80,4.8477
1961,81,4.5789
1961,82,4.3221
1961,83,4.086
1961,84,3.8651
1961,85,3.66
1961,86,3.4659
1961,87,3.2822
1961,88,3.1079
1961,89,2.9443
1961,90,2.7895
1961,91,2.6503
1961,92,2.5158
1961,93,2.3952
1961,94,2.2864
1961,95,2.1914
1961,96,2.0997
1961,97,2.0123
1961,98,1.9269
1961,99,1.8423
1961,100,1.7666
1962,0,41.6045
1962,1,47.8926
1962,2,49.8391
1962,3,50.8235
1962,4,51.1986
1962,5,51.1609
1962,6,50.8616
1962,7,50.3949
1962,8,49.8138
1962,9,49.1568
1962,10,48.4491
1962,11,47.7081
1962,12,46.9457
1962,13,46.1715
1962,14,45.3925
1962,15,44.6157
1962,16,43.8443
1962,17,43.0822
1962,18,42.3313
1962,19,41.5931
1962,20,40.869
1962,21,40.1586
1962,22,39.4598
1962,23,38.769
1962,24,38.0822
1962,25,37.3967
1962,26,36.7103
1962,27,36.0218
1962,28,35.3312
1962,29,34.6395
1962,30,33.9464
1962,31,33.2541
1962,32,32.5612
1962,33,31.8699
1962,34,31.1793
1962,35,30.4894
1962,36,29.8007
1962,37,29.1131
1962,38,28.4266
1962,39,27.7422
1962,40,27.059
1962,41,26.3783
1962,42,25.6965
1962,43,25.0164
1962,44,24.3345
1962,45,23.6515
1962,46,22.9681
1962,47,22.2836
1962,48,21.5999
1962,49,20.9197
1962,50,20.2434
1962,51,19.574
1962,52,18.9083
1962,53,18.2498
1962,54,17.5958
1962,55,16.947
1962,56,16.303
1962,57,15.665
1962,58,15.0336
1962,59,14.4126
1962,60,13.8027
1962,61,13.2082
1962,62,12.6247
1962,63,12.057
1962,64,11.5027
1962,65,10.9618
1962,66,10.4348
1962,67,9.9207
1962,68,9.422
1962,69,8.9414
1962,70,8.4791
1962,71,8.041
1962,72,7.6184
1962,73,7.2178
1962,74,6.8339
1962,75,6.4665
1962,76,6.1152
1962,77,5.7781
1962,78,5.4558
1962,79,5.1516
1962,80,4.8633
1962,81,4.5945
1962,82,4.3379
1962,83,4.1014
1962,84,3.8795
1962,85,3.6727
1962,86,3.4765
1962,87,3.2903
1962,88,3.1135
1962,89,2.9479
1962,90,2.7912
1962,91,2.6503
1962,92,2.5145
1962,93,2.3924
1962,94,2.2819
1962,95,2.1856
1962,96,2.0927
1962,97,2.0046
1962,98,1.9202
1962,99,1.8373
1962,100,1.763
1963,0,41.8897
1963,1,48.1221
1963,2,50.0227
1963,3,50.9768
1963,4,51.3329
1963,5,51.283
1963,6,50.975
1963,7,50.5018
1963,8,49.9157
1963,9,49.2546
1963,10,48.5433
1963,11,47.7989
1963,12,47.0332
1963,13,46.2563
1963,14,45.4744
1963,15,44.6936
1963,16,43.9187
1963,17,43.154
1963,18,42.4007
1963,19,41.6604
1963,20,40.9349
1963,21,40.2235
1963,22,39.5241
1963,23,38.8326
1963,24,38.1452
1963,25,37.459
1963,26,36.7721
1963,27,36.083
1963,28,35.3919
1963,29,34.6997
1963,30,34.006
1963,31,33.3131
1963,32,32.6194
1963,33,31.9272
1963,34,31.2357
1963,35,30.5448
1963,36,29.855
1963,37,29.1663
1963,38,28.4785
1963,39,27.7929
1963,40,27.1084
1963,41,26.4266
1963,42,25.7436
1963,43,25.0623
1963,44,24.3792
1963,45,23.6952
1963,46,23.0106
1963,47,22.325
1963,48,21.6403
1963,49,20.9592
1963,50,20.2819
1963,51,19.6115
1963,52,18.945
1963,53,18.2856
1963,54,17.6308
1963,55,16.9811
1963,56,16.3363
1963,57,15.6975
1963,58,15.0655
1963,59,14.4438
1963,60,13.8331
1963,61,13.2378
1963,62,12.6534
1963,63,12.0849
1963,64,11.53
1963,65,10.9883
1963,66,10.4606
1963,67,9.9456
1963,68,9.4461
1963,69,8.9645
1963,70,8.5013
1963,71,8.0625
1963,72,7.6393
1963,73,7.2381
1963,74,6.8539
1963,75,6.4862
1963,76,6.1344
1963,77,5.7968
1963,78,5.4739
1963,79,5.169
1963,80,4.8799
1963,81,4.6102
1963,82,4.3525
1963,83,4.1148
1963,84,3.8914
1963,85,3.6831
1963,86,3.4857
1963,87,3.2986
1963,88,3.1211
1963,89,2.9548
1963,90,2.7975
1963,91,2.6557
1963,92,2.5189
1963,93,2.3958
1963,94,2.2837
1963,95,2.1854
1963,96,2.0912
1963,97,2.0023
1963,98,1.9173
1963,99,1.8353
1963,100,1.762
